Run#,Cromwell Result,Status,Name,Tag,User,Site,Submitted,Updated
"140334","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:35","10/18 06:59"
"140333","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:29","10/18 06:58"
"140332","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:22","10/18 07:05"
"140331","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:19","10/18 06:23"
"140330","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:11","10/18 06:27"
"140328","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:04","10/18 07:00"
"140327","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:03","10/18 06:45"
"140326","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 19:02","10/18 06:02"
"140324","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:56","10/18 05:46"
"140323","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:56","10/18 05:48"
"140322","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:55","10/18 05:48"
"140321","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:53","10/18 06:46"
"140320","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:46","10/18 05:48"
"140319","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:44","10/18 05:52"
"140318","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:43","10/18 05:47"
"140317","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:43","10/18 05:44"
"140316","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/17 18:42","10/18 05:46"
"140309","succeeded","done","align_libraries","P20251010_MJS_BGND_TEST_03","mjsharkey","dori","10/17 16:03","10/18 04:53"
"140305","succeeded","done","reseq_pipeline","reseq_Csativa_Magic_P4","alipzen","dori","10/17 15:46","10/22 11:48"
"140302","failed","done","IGC","","jieguo","dori","10/17 14:08","10/22 17:17"
"140298","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:47","10/22 10:33"
"140297","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:47","10/22 10:33"
"140296","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:46","10/22 10:33"
"140295","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:46","10/22 10:36"
"140294","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:46","10/22 10:36"
"140293","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:46","10/22 10:36"
"140292","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:46","10/22 10:36"
"140291","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:46","10/22 10:36"
"140290","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:46","10/22 10:36"
"140289","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:46","10/22 10:36"
"140288","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:45","10/22 10:36"
"140287","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:45","10/22 10:36"
"140286","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:45","10/22 10:36"
"140285","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:45","10/22 10:36"
"140284","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:45","10/22 10:36"
"140283","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:45","10/22 10:36"
"140282","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:45","10/22 10:36"
"140281","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:45","10/22 10:36"
"140280","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:36"
"140279","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:36"
"140278","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:35"
"140277","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:35"
"140276","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:35"
"140275","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:35"
"140274","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:35"
"140273","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:35"
"140272","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:35"
"140271","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:44","10/22 10:35"
"140270","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140269","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140268","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140267","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140266","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140265","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140264","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140263","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140262","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:43","10/22 10:35"
"140261","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:42","10/22 10:35"
"140260","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:42","10/22 10:35"
"140259","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:42","10/22 10:35"
"140258","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:42","10/22 10:35"
"140257","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:42","10/22 10:35"
"140256","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:42","10/22 10:35"
"140255","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:42","10/18 07:03"
"140254","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:42","10/18 06:55"
"140253","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/20 08:40"
"140252","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/18 05:56"
"140251","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/18 07:04"
"140250","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/18 06:46"
"140249","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/18 07:04"
"140248","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/18 06:55"
"140247","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/20 08:51"
"140246","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/18 06:24"
"140245","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:41","10/18 06:48"
"140244","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:40","10/18 06:59"
"140243","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:40","10/18 06:46"
"140242","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:40","10/18 06:51"
"140241","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:40","10/18 07:11"
"140240","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:40","10/18 07:05"
"140239","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:39","10/18 06:44"
"140238","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:39","10/20 08:42"
"140237","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:39","10/18 07:08"
"140236","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:39","10/18 06:52"
"140235","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:39","10/18 06:51"
"140234","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:39","10/20 08:53"
"140233","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:38","10/18 07:02"
"140232","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:38","10/18 06:59"
"140231","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:38","10/18 07:09"
"140230","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:38","10/18 06:50"
"140229","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:38","10/20 08:54"
"140228","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:38","10/18 06:59"
"140227","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:37","10/20 08:51"
"140226","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:37","10/18 07:07"
"140225","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:37","10/18 06:47"
"140224","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:37","10/18 06:42"
"140223","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:36","10/18 06:49"
"140222","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:36","10/18 06:51"
"140221","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:36","10/18 06:57"
"140220","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:36","10/18 06:50"
"140219","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:36","10/18 07:09"
"140218","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:36","10/18 06:58"
"140217","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:36","10/20 08:55"
"140216","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:35","10/20 08:55"
"140215","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:35","10/18 06:43"
"140214","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:35","10/18 06:57"
"140213","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:35","10/18 06:58"
"140212","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:35","10/18 06:59"
"140211","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:35","10/18 07:06"
"140210","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:34","10/20 08:54"
"140209","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:34","10/18 07:01"
"140208","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:34","10/20 08:54"
"140207","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:34","10/18 06:46"
"140206","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:34","10/18 07:04"
"140205","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:34","10/18 07:06"
"140204","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:34","10/20 08:55"
"140203","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:33","10/18 07:09"
"140202","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:33","10/18 06:48"
"140201","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:33","10/18 07:05"
"140200","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:33","10/18 06:40"
"140199","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:33","10/20 08:55"
"140198","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:32","10/20 08:55"
"140197","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:32","10/18 07:03"
"140196","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:32","10/20 08:37"
"140195","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:32","10/18 06:56"
"140194","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:32","10/20 08:55"
"140193","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:32","10/20 08:43"
"140192","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:32","10/18 06:53"
"140191","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:31","10/18 06:51"
"140190","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:31","10/18 06:43"
"140189","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:31","10/18 06:49"
"140188","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:31","10/18 07:04"
"140187","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:31","10/18 06:43"
"140186","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:30","10/18 06:54"
"140185","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:30","10/18 06:48"
"140184","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:30","10/20 08:51"
"140183","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:30","10/18 06:49"
"140182","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:30","10/18 06:43"
"140181","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:29","10/22 10:47"
"140180","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:29","10/22 10:46"
"140179","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:29","10/22 10:46"
"140178","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:29","10/22 10:46"
"140177","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:29","10/22 10:46"
"140176","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:29","10/22 10:46"
"140175","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:29","10/22 10:46"
"140174","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:28","10/22 10:46"
"140173","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:28","10/22 10:46"
"140172","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:28","10/22 10:46"
"140171","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:28","10/22 10:46"
"140170","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:28","10/22 10:46"
"140169","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:27","10/22 10:46"
"140168","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:27","10/22 10:46"
"140167","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:27","10/22 10:46"
"140166","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:27","10/22 10:46"
"140165","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:26","10/22 10:46"
"140164","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:26","10/22 10:46"
"140163","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:26","10/22 10:46"
"140162","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:26","10/22 10:46"
"140161","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/17 13:25","10/22 10:46"
"140154","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 11:42","10/18 06:57"
"140151","cancelled","done","align_libraries","P20251010_MJS_BGND_TEST_02","mjsharkey","dori","10/17 10:56","10/17 11:00"
"140150","cancelled","done","align_libraries","P20251010_MJS_BGND_TEST_02","mjsharkey","dori","10/17 10:48","10/17 10:52"
"140149","succeeded","done","reseq_pipeline","reseq_Csativa_Magic_P3","alipzen","dori","10/17 10:12","10/20 15:35"
"140145","failed","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 09:52","10/18 07:04"
"140141","succeeded","done","align_libraries","P20251010_rm","mjsharkey","dori","10/17 08:43","10/17 10:49"
"140140","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 08:32","10/18 06:20"
"140139","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 08:05","10/17 14:15"
"140138","succeeded","done","dbc_pools","DBC_P20251010_rm","mjsharkey","dori","10/17 08:05","10/17 09:37"
"140134","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 07:59","10/18 04:55"
"140133","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 07:22","10/18 06:29"
"140132","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 07:18","10/18 06:00"
"140131","succeeded","done","align_libraries","P20251010","mjsharkey","dori","10/17 07:07","10/17 09:51"
"140128","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 06:51","10/18 06:25"
"140127","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 06:21","10/18 05:30"
"140126","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 06:12","10/18 05:55"
"140122","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 05:52","10/17 10:59"
"140121","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 05:22","10/18 06:23"
"140119","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 05:03","10/18 06:41"
"140116","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 04:50","10/18 05:07"
"140115","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 04:25","10/17 17:04"
"140111","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 03:56","10/18 06:26"
"140110","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 03:24","10/17 15:59"
"140109","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 03:09","10/17 13:58"
"140106","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 02:01","10/18 05:16"
"140102","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 01:46","10/18 04:50"
"140101","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 01:37","10/18 05:11"
"140100","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/17 01:36","10/17 09:03"
"140091","succeeded","done","metatranscriptome_assy","","vli","nmdc","10/16 22:27","10/17 04:45"
"140087","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/16 21:56","10/17 10:28"
"140086","succeeded","done","metatranscriptome_assembly_and_alignment","metag","svc-ga","dori","10/16 21:55","10/18 05:01"
"140085","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:19","10/22 10:46"
"140084","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:19","10/22 10:46"
"140083","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:19","10/22 10:46"
"140082","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:19","10/22 10:46"
"140081","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:19","10/22 10:46"
"140080","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:19","10/22 10:46"
"140079","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:46"
"140078","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:46"
"140077","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:45"
"140076","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:45"
"140075","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:45"
"140074","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:45"
"140073","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:45"
"140072","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:45"
"140071","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:18","10/22 10:45"
"140070","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:17","10/22 10:45"
"140069","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:17","10/22 10:45"
"140068","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:17","10/22 10:45"
"140067","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:17","10/22 10:45"
"140066","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:17","10/22 10:45"
"140065","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:17","10/22 10:45"
"140064","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:17","10/22 10:45"
"140063","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:17","10/22 10:45"
"140062","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:16","10/22 10:45"
"140061","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:16","10/22 10:45"
"140060","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:16","10/22 10:45"
"140059","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:16","10/22 10:45"
"140058","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:16","10/22 10:45"
"140057","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:16","10/22 10:45"
"140056","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:16","10/22 10:45"
"140055","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:15","10/22 10:45"
"140054","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:15","10/22 10:45"
"140053","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:15","10/22 10:45"
"140052","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:15","10/22 10:45"
"140051","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:15","10/22 10:45"
"140050","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:15","10/22 10:45"
"140049","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:15","10/22 10:45"
"140048","failed","done","align_libraries","P20251010","mjsharkey","dori","10/16 21:14","10/17 07:35"
"140047","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:10","10/22 10:45"
"140045","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:05","10/22 10:44"
"140044","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:03","10/22 10:44"
"140041","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 21:00","10/22 10:44"
"140040","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:55","10/22 10:44"
"140039","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:53","10/22 10:44"
"140038","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:53","10/22 10:44"
"140037","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140036","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140035","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140034","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140033","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140032","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140031","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140030","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140029","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:52","10/22 10:44"
"140028","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140027","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140026","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140025","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140024","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140023","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140022","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140021","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140020","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140019","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:51","10/22 10:44"
"140018","cancelled","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:44"
"140017","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:44"
"140016","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:44"
"140015","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:44"
"140014","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:44"
"140013","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:44"
"140012","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:44"
"140011","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:44"
"140010","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:43"
"140009","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:50","10/22 10:43"
"140008","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:49","10/22 10:43"
"140007","succeeded","done","align_libraries","P20251010_MJS_TEST","mjsharkey","dori","10/16 20:47","10/17 06:11"
"140006","succeeded","done","align_libraries","P20251010_MJS_BGND_TEST","mjsharkey","dori","10/16 20:47","10/17 07:22"
"140005","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:46","10/22 10:43"
"140004","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:44","10/22 10:43"
"140003","succeeded","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:43","10/22 10:43"
"140002","failed","done","plant_scRNAseq_pipeline","","bjcole","dori","10/16 20:41","10/22 10:43"
